team,season,country,league,rating,gmh,gph,gma,gpa,attack_home_vs_lg,attack_away_vs_lg,defense_home_vs_lg,defense_away_vs_lg
Cluj,2017-2018,Romania,Liga 1,,17.0,3.0,20.0,10.0,13.709677419354838,18.134715025906736,2.7202072538860107,8.064516129032258
Cluj,2018-2019,Romania,Liga 1,,20.0,10.0,24.0,7.0,15.365853658536585,21.39622641509434,8.915094339622643,5.378048780487805
Cluj,2019-2020,Romania,Liga 1,,28.0,1.0,17.0,13.0,18.4,15.463276836158192,0.9096045197740114,8.542857142857143
Cluj,2020-2021,Romania,Liga 1,,26.0,9.0,22.0,9.0,21.948051948051948,20.355871886120998,8.327402135231317,7.597402597402597
Cluj,2021-2022,Romania,Liga 1,,27.0,7.0,21.0,11.0,21.653465346534652,21.622881355932204,7.2076271186440675,8.821782178217822
Cluj,2022-2023,Romania,Liga 1,,27.0,11.0,27.0,14.0,20.85576923076923,25.719367588932805,10.478260869565217,10.814102564102564
Cluj,2023-2024,Romania,Liga 1,,29.0,9.0,24.0,24.0,20.350877192982455,21.818181818181817,8.181818181818182,16.842105263157894
Cluj,2024-2025,Romania,Liga 1,,34.0,19.0,20.0,11.0,25.3416149068323,19.591836734693878,18.612244897959187,8.198757763975156
Cluj,2025-2026,Romania,Liga 1,,16.0,13.0,10.0,16.0,12.221105527638192,10.27027027027027,13.35135135135135,12.221105527638192
Como,2021-2022,Italy,Serie B,,20.0,21.0,29.0,33.0,14.50381679389313,26.36363636363636,19.09090909090909,23.931297709923662
Como,2022-2023,Italy,Serie B,,28.0,20.0,19.0,28.0,21.6260162601626,18.095238095238095,19.047619047619047,21.6260162601626
Como,2023-2024,Italy,Serie B,,32.0,19.0,26.0,21.0,23.889980353634577,22.00445434298441,16.080178173719375,15.677799607072691
Como,2024-2025,Italy,Serie A,,28.0,26.0,21.0,26.0,20.903732809430256,17.198275862068964,21.29310344827586,19.410609037328094
Como,2025-2026,Italy,Serie A,,13.0,4.0,11.0,9.0,11.921397379912666,11.21359223300971,4.077669902912621,8.253275109170307
Concarneau,2023-2024,France,Ligue 2,,23.0,31.0,16.0,26.0,17.306930693069308,14.172494172494172,27.45920745920746,19.564356435643564
Concordia Chiajna,2016-2017,Romania,Liga 1,,0.0,2.0,1.0,1.0,0.0,1.1666666666666667,2.3333333333333335,0.8076923076923077
Concordia Chiajna,2017-2018,Romania,Liga 1,,15.0,17.0,20.0,21.0,12.096774193548388,18.134715025906736,15.414507772020727,16.935483870967744
Concordia Chiajna,2018-2019,Romania,Liga 1,,8.0,21.0,9.0,21.0,6.146341463414634,8.023584905660378,18.721698113207548,16.134146341463413
Constanta,2016-2017,Romania,Liga 1,,3.0,1.0,0.0,2.0,2.423076923076923,0.0,1.1666666666666667,1.6153846153846154
Constanta,2017-2018,Romania,Liga 1,,20.0,8.0,11.0,9.0,16.129032258064516,9.974093264248706,7.253886010362695,7.258064516129032
Constanta,2018-2019,Romania,Liga 1,,22.0,12.0,12.0,15.0,16.902439024390244,10.69811320754717,10.69811320754717,11.524390243902438
Constanta,2019-2020,Romania,Liga 1,,23.0,11.0,12.0,16.0,15.114285714285714,10.915254237288137,10.005649717514125,10.514285714285714
Constanta,2020-2021,Romania,Liga 1,,23.0,24.0,15.0,13.0,19.415584415584416,13.879003558718862,22.206405693950177,10.974025974025974
Constanta,2021-2022,Romania,Liga 1,,24.0,9.0,20.0,13.0,19.247524752475247,20.593220338983052,9.266949152542372,10.425742574257425
Constanta,2022-2023,Romania,Liga 1,,35.0,12.0,21.0,19.0,27.03525641025641,20.00395256916996,11.430830039525691,14.676282051282051
Constanta,2023-2024,Romania,Liga 1,,15.0,14.0,16.0,22.0,10.526315789473683,14.545454545454545,12.727272727272727,15.43859649122807
Constanta,2024-2025,Romania,Liga 1,,21.0,19.0,14.0,21.0,15.65217391304348,13.714285714285715,18.612244897959187,15.65217391304348
Constanta,2025-2026,Romania,Liga 1,,12.0,7.0,8.0,14.0,9.165829145728644,8.216216216216216,7.189189189189189,10.693467336683417
Cosenza,2018-2019,Italy,Serie B,,20.0,15.0,14.0,27.0,13.204633204633204,12.97560975609756,13.902439024390244,17.826254826254825
Cosenza,2019-2020,Italy,Serie B,,21.0,22.0,29.0,27.0,14.943820224719103,26.175771971496438,19.85748218527316,19.213483146067418
Cosenza,2020-2021,Italy,Serie B,,15.0,20.0,14.0,27.0,11.515151515151516,12.727272727272727,18.18181818181818,20.727272727272727
Cosenza,2021-2022,Italy,Serie B,,21.0,23.0,15.0,36.0,15.229007633587786,13.636363636363635,20.909090909090907,26.106870229007633
Cosenza,2022-2023,Italy,Serie B,,20.0,18.0,10.0,35.0,15.447154471544716,9.523809523809524,17.142857142857142,27.03252032520325
Cosenza,2023-2024,Italy,Serie B,,29.0,25.0,18.0,17.0,21.650294695481335,15.233853006681514,21.15812917594655,12.691552062868368
Cosenza,2024-2025,Italy,Serie B,,13.0,20.0,19.0,36.0,9.61089494163424,17.06855791962175,17.96690307328605,26.6147859922179
Coventry City,2020-2021,England,Championship,,30.0,22.0,19.0,39.0,23.965267727930538,17.989708404802744,20.830188679245285,31.1548480463097
Coventry City,2021-2022,England,Championship,,32.0,26.0,29.0,34.0,22.776232616940582,26.80952380952381,24.036124794745486,24.19974715549937
Coventry City,2022-2023,England,Championship,,30.0,24.0,27.0,21.0,22.510402219140083,24.103960396039604,21.425742574257427,15.757281553398059
Coventry City,2023-2024,England,Championship,,36.0,27.0,34.0,32.0,24.293398533007338,28.350453172205437,22.513595166163142,21.594132029339853
Coventry City,2024-2025,England,Championship,,40.0,24.0,24.0,34.0,27.87878787878788,23.614973262032088,23.614973262032088,23.6969696969697
Coventry City,2025-2026,England,Championship,,26.0,9.0,30.0,20.0,20.12705882352941,28.2,8.46,15.48235294117647
Cremonese,2017-2018,Italy,Serie B,,30.0,28.0,18.0,19.0,20.936555891238672,15.99230769230769,24.876923076923074,13.259818731117825
Cremonese,2018-2019,Italy,Serie B,,19.0,6.0,18.0,27.0,12.544401544401545,16.682926829268293,5.560975609756097,17.826254826254825
Cremonese,2019-2020,Italy,Serie B,,22.0,19.0,20.0,24.0,15.655430711610487,18.052256532066508,17.149643705463184,17.07865168539326
Cremonese,2020-2021,Italy,Serie B,,27.0,22.0,19.0,22.0,20.727272727272727,17.27272727272727,20.0,16.88888888888889
Cremonese,2021-2022,Italy,Serie B,,32.0,18.0,25.0,21.0,23.206106870229007,22.727272727272727,16.363636363636363,15.229007633587786
Cremonese,2022-2023,Italy,Serie A,,15.0,31.0,21.0,38.0,10.614525139664805,18.260869565217394,26.956521739130437,26.890130353817504
Cremonese,2023-2024,Italy,Serie B,,26.0,15.0,24.0,17.0,19.410609037328094,20.311804008908688,12.694877505567929,12.691552062868368
Cremonese,2024-2025,Italy,Serie B,,30.0,23.0,32.0,21.0,22.17898832684825,28.747044917257682,20.66193853427896,15.525291828793774
Cremonese,2025-2026,Italy,Serie A,,11.0,13.0,9.0,10.0,10.087336244541486,9.174757281553399,13.25242718446602,9.170305676855897
Crotone,2017-2018,Italy,Serie A,,23.0,25.0,17.0,41.0,15.804701627486438,13.922413793103448,20.474137931034484,28.17359855334539
Crotone,2018-2019,Italy,Serie B,,24.0,18.0,16.0,24.0,15.845559845559846,14.829268292682926,16.682926829268293,15.845559845559846
Crotone,2019-2020,Italy,Serie B,,33.0,14.0,30.0,26.0,23.48314606741573,27.078384798099762,12.636579572446555,18.50187265917603
Crotone,2020-2021,Italy,Serie A,,23.0,35.0,22.0,57.0,14.081632653061225,15.376344086021506,24.462365591397848,34.89795918367347
Crotone,2021-2022,Italy,Serie B,,23.0,25.0,18.0,36.0,16.679389312977097,16.363636363636363,22.727272727272727,26.106870229007633
Csikszereda M. Ciuc,2024-2025,Romania,Liga 1,,2.0,4.0,1.0,6.0,1.4906832298136647,0.979591836734694,3.918367346938776,4.472049689440994
Csikszereda M. Ciuc,2025-2026,Romania,Liga 1,,10.0,11.0,6.0,25.0,7.63819095477387,6.162162162162162,11.297297297297296,19.095477386934675
Darmstadt,2023-2024,Germany,Bundesliga,,15.0,44.0,15.0,42.0,8.3001808318264,10.625,31.166666666666664,23.240506329113924
De Graafschap,2018-2019,Netherlands,Eredivisie,,25.0,28.0,13.0,47.0,12.45928338762215,8.899328859060404,19.16778523489933,23.423452768729643
Delfino Pescara,2017-2018,Italy,Serie B,,30.0,31.0,20.0,33.0,20.936555891238672,17.769230769230766,27.54230769230769,23.03021148036254
Delfino Pescara,2018-2019,Italy,Serie B,,28.0,17.0,22.0,29.0,18.486486486486488,20.390243902439025,15.75609756097561,19.146718146718147
Delfino Pescara,2019-2020,Italy,Serie B,,31.0,23.0,17.0,32.0,22.05992509363296,15.344418052256533,20.760095011876484,22.771535580524347
Delfino Pescara,2020-2021,Italy,Serie B,,18.0,29.0,11.0,31.0,13.818181818181818,10.0,26.36363636363636,23.7979797979798
Delfino Pescara,2025-2026,Italy,Serie B,,14.0,15.0,10.0,20.0,10.852713178294573,10.582010582010582,15.873015873015873,15.503875968992247
Den Haag,2017-2018,Netherlands,Eredivisie,,26.0,27.0,19.0,26.0,15.096774193548386,13.427251732101617,19.080831408775982,15.096774193548386
Den Haag,2018-2019,Netherlands,Eredivisie,,33.0,32.0,25.0,31.0,16.446254071661237,17.114093959731544,21.906040268456376,15.449511400651465
Den Haag,2019-2020,Netherlands,Eredivisie,,11.0,17.0,14.0,37.0,5.9036697247706424,11.741935483870968,14.258064516129032,19.857798165137613
Den Haag,2020-2021,Netherlands,Eredivisie,,17.0,38.0,12.0,38.0,10.573170731707316,8.57943925233645,27.16822429906542,23.634146341463413
Denizlispor,2019-2020,Turkey,Super Lig,,14.0,25.0,17.0,23.0,8.689655172413794,13.61780104712042,20.026178010471202,14.275862068965516
Denizlispor,2020-2021,Turkey,Super Lig,,17.0,27.0,21.0,50.0,11.29746835443038,17.5,22.5,33.22784810126582
Derby County,2017-2018,England,Championship,,41.0,22.0,29.0,26.0,29.05263157894737,25.40952380952381,19.276190476190475,18.42362002567394
Derby County,2018-2019,England,Championship,,40.0,20.0,29.0,34.0,26.411483253588514,25.130298273155418,17.331240188383045,22.449760765550238
Derby County,2019-2020,England,Championship,,33.0,21.0,29.0,43.0,23.383825417201543,23.61061946902655,17.097345132743364,30.469833119383825
Derby County,2020-2021,England,Championship,,20.0,26.0,16.0,32.0,15.976845151953691,15.149228130360207,24.617495711835335,25.562952243125906
Derby County,2021-2022,England,Championship,,30.0,22.0,15.0,31.0,21.3527180783818,13.866995073891626,20.33825944170772,22.06447534766119
Derby County,2024-2025,England,Championship,,25.0,18.0,23.0,38.0,17.424242424242426,22.63101604278075,17.711229946524064,26.484848484848484
Derby County,2025-2026,England,Championship,,17.0,20.0,17.0,14.0,13.16,15.98,18.8,10.83764705882353
Dijon,2017-2018,France,Ligue 1,,35.0,28.0,20.0,45.0,22.89156626506024,16.8141592920354,23.53982300884956,29.432013769363166
Dijon,2018-2019,France,Ligue 1,,18.0,29.0,13.0,31.0,12.236135957066189,11.961259079903149,26.682808716707022,21.073345259391772
Dijon,2019-2020,France,Ligue 1,,20.0,15.0,7.0,22.0,13.477218225419664,6.853658536585367,14.686411149825785,14.824940047961631
Dijon,2020-2021,France,Ligue 1,,9.0,34.0,18.0,44.0,6.440677966101695,13.204633204633204,24.942084942084943,31.487758945386062
Dijon,2021-2022,France,Ligue 2,,26.0,24.0,22.0,25.0,20.65524625267666,22.179347826086957,24.195652173913043,19.86081370449679
Dijon,2022-2023,France,Ligue 2,,19.0,16.0,17.0,26.0,14.327235772357723,15.496314496314497,14.584766584766585,19.60569105691057
Dinamo Bucuresti,2016-2017,Romania,Liga 1,,0.0,1.0,4.0,0.0,0.0,4.666666666666667,1.1666666666666667,0.0
Dinamo Bucuresti,2017-2018,Romania,Liga 1,,21.0,19.0,19.0,15.0,16.935483870967744,17.2279792746114,17.2279792746114,12.096774193548388
Dinamo Bucuresti,2018-2019,Romania,Liga 1,,16.0,14.0,8.0,27.0,12.292682926829269,7.132075471698114,12.481132075471699,20.74390243902439
Dinamo Bucuresti,2019-2020,Romania,Liga 1,,25.0,10.0,12.0,23.0,16.428571428571427,10.915254237288137,9.096045197740112,15.114285714285714
Dinamo Bucuresti,2020-2021,Romania,Liga 1,,17.0,23.0,12.0,21.0,14.35064935064935,11.103202846975089,21.281138790035588,17.727272727272727
Dinamo Bucuresti,2021-2022,Romania,Liga 1,,14.0,26.0,7.0,37.0,11.227722772277227,7.2076271186440675,26.771186440677965,29.673267326732674
Dinamo Bucuresti,2022-2023,Romania,Liga 1,,0.0,5.0,1.0,2.0,0.0,0.9525691699604742,4.762845849802371,1.5448717948717947
Dinamo Bucuresti,2023-2024,Romania,Liga 1,,14.0,11.0,14.0,28.0,9.824561403508772,12.727272727272727,10.0,19.649122807017545
Dinamo Bucuresti,2024-2025,Romania,Liga 1,,17.0,10.0,20.0,15.0,12.67080745341615,19.591836734693878,9.795918367346939,11.180124223602485
Dinamo Bucuresti,2025-2026,Romania,Liga 1,,19.0,8.0,10.0,6.0,14.512562814070353,10.27027027027027,8.216216216216216,4.582914572864322
Dortmund,2017-2018,Germany,Bundesliga,,40.0,21.0,24.0,26.0,24.97959183673469,20.12054794520548,17.605479452054794,16.23673469387755
Dortmund,2018-2019,Germany,Bundesliga,,52.0,25.0,29.0,19.0,29.036496350364963,20.88,18.0,10.60948905109489
Dortmund,2019-2020,Germany,Bundesliga,,46.0,17.0,38.0,24.0,27.708661417322833,24.531645569620252,10.974683544303797,14.456692913385826
Dortmund,2020-2021,Germany,Bundesliga,,40.0,20.0,35.0,26.0,23.859649122807017,25.807228915662648,14.746987951807228,15.508771929824562
Dortmund,2021-2022,Germany,Bundesliga,,52.0,28.0,33.0,24.0,29.521335807050093,24.332530120481927,20.64578313253012,13.625231910946196
Dortmund,2022-2023,Germany,Bundesliga,,55.0,17.0,28.0,27.0,29.630281690140844,21.260545905707197,12.90818858560794,14.545774647887324
Dortmund,2023-2024,Germany,Bundesliga,,37.0,22.0,31.0,21.0,20.47377938517179,21.958333333333332,15.583333333333332,11.620253164556962
Dortmund,2024-2025,Germany,Bundesliga,,44.0,19.0,27.0,32.0,26.981963927855713,17.96086956521739,12.63913043478261,19.623246492985974
Dortmund,2025-2026,Germany,Bundesliga,,13.0,4.0,16.0,11.0,8.666666666666666,12.307692307692307,3.0769230769230766,7.333333333333333
Dunarea 2005,2017-2018,Romania,Liga 1,,0.0,0.0,1.0,0.0,0.0,0.9067357512953369,0.0,0.0
Dunarea 2005,2018-2019,Romania,Liga 1,,11.0,16.0,4.0,10.0,8.451219512195122,3.566037735849057,14.264150943396228,7.682926829268292
Dunkerque,2020-2021,France,Ligue 2,,23.0,19.0,13.0,31.0,17.206766917293233,12.202830188679245,17.83490566037736,23.19172932330827
Dunkerque,2021-2022,France,Ligue 2,,13.0,20.0,13.0,30.0,10.32762312633833,13.105978260869566,20.16304347826087,23.832976445396145
Dunkerque,2023-2024,France,Ligue 2,,15.0,30.0,21.0,22.0,11.287128712871286,18.6013986013986,26.573426573426573,16.554455445544555
Dunkerque,2024-2025,France,Ligue 2,,28.0,14.0,19.0,26.0,18.585683297180044,17.725609756097562,13.060975609756097,17.25813449023861
Dunkerque,2025-2026,France,Ligue 2,,18.0,11.0,14.0,9.0,14.25,12.340206185567009,9.695876288659793,7.125
Dusseldorf,2018-2019,Germany,Bundesliga,,27.0,28.0,22.0,37.0,15.076642335766422,15.84,20.16,20.66058394160584
Dusseldorf,2019-2020,Germany,Bundesliga,,18.0,28.0,18.0,39.0,10.842519685039369,11.620253164556962,18.075949367088608,23.492125984251967
Eibar,2017-2018,Spain,Primera,,26.0,19.0,18.0,31.0,16.802721088435376,15.688073394495413,16.559633027522935,20.034013605442176
Eibar,2018-2019,Spain,Primera,,31.0,21.0,15.0,29.0,21.340579710144926,13.22505800464037,18.515081206496518,19.963768115942027
Eibar,2019-2020,Spain,Primera,,25.0,25.0,14.0,31.0,17.399267399267398,13.434343434343436,23.989898989898993,21.575091575091573
Eibar,2020-2021,Spain,Primera,,12.0,21.0,17.0,31.0,8.769230769230768,14.919168591224016,18.429561200923786,22.653846153846153
Eindhoven,2017-2018,Netherlands,Eredivisie,,44.0,9.0,43.0,30.0,25.548387096774192,30.38799076212471,6.36027713625866,17.419354838709676
Eindhoven,2018-2019,Netherlands,Eredivisie,,58.0,7.0,40.0,19.0,28.905537459283387,27.38255033557047,4.791946308724833,9.469055374592834
Eindhoven,2019-2020,Netherlands,Eredivisie,,32.0,12.0,22.0,16.0,17.174311926605505,18.451612903225808,10.064516129032258,8.587155963302752
Eindhoven,2020-2021,Netherlands,Eredivisie,,39.0,13.0,35.0,22.0,24.256097560975608,25.02336448598131,9.294392523364486,13.682926829268292
Eindhoven,2021-2022,Netherlands,Eredivisie,,49.0,22.0,37.0,20.0,31.2375,28.663291139240506,17.043037974683543,12.75
Eindhoven,2022-2023,Netherlands,Eredivisie,,54.0,14.0,35.0,26.0,31.236294896030245,26.379310344827587,10.551724137931036,15.03969754253308
Eindhoven,2023-2024,Netherlands,Eredivisie,,54.0,11.0,57.0,10.0,30.54343807763401,38.674057649667404,7.463414634146341,5.6561922365988915
Eindhoven,2024-2025,Netherlands,Eredivisie,,55.0,15.0,48.0,24.0,32.42774566473989,37.18481012658228,11.620253164556962,14.150289017341041
Eindhoven,2025-2026,Netherlands,Eredivisie,,31.0,14.0,26.0,8.0,18.88888888888889,19.644444444444446,10.577777777777778,4.874551971326165
Elche,2020-2021,Spain,Primera,,18.0,23.0,16.0,32.0,13.153846153846153,14.041570438799075,20.18475750577367,23.384615384615383
Elche,2021-2022,Spain,Primera,,24.0,21.0,16.0,31.0,16.88888888888889,14.793187347931875,19.416058394160586,21.814814814814817
Elche,2022-2023,Spain,Primera,,18.0,29.0,12.0,38.0,12.368896925858952,11.343283582089553,27.412935323383085,26.1121157323689
Elche,2025-2026,Spain,Primera,,17.0,8.0,8.0,16.0,12.346715328467154,7.728155339805825,7.728155339805825,11.62043795620438
Emmen,2018-2019,Netherlands,Eredivisie,,23.0,31.0,18.0,41.0,11.462540716612377,12.322147651006713,21.221476510067117,20.433224755700326
Emmen,2019-2020,Netherlands,Eredivisie,,26.0,12.0,6.0,33.0,13.954128440366972,5.032258064516129,10.064516129032258,17.711009174311926
Emmen,2020-2021,Netherlands,Eredivisie,,26.0,41.0,14.0,27.0,16.170731707317074,10.009345794392525,29.313084112149536,16.79268292682927
Emmen,2022-2023,Netherlands,Eredivisie,,16.0,23.0,17.0,42.0,9.255198487712665,12.8128078817734,17.334975369458128,24.294896030245745
Empoli,2017-2018,Italy,Serie B,,48.0,23.0,40.0,26.0,33.49848942598187,35.53846153846153,20.434615384615384,18.145015105740182
Empoli,2018-2019,Italy,Serie A,,33.0,30.0,18.0,40.0,22.23404255319149,15.032967032967033,25.054945054945055,26.95035460992908
Empoli,2019-2020,Italy,Serie B,,26.0,23.0,21.0,25.0,18.50187265917603,18.954869358669832,20.760095011876484,17.790262172284645
Empoli,2020-2021,Italy,Serie B,,38.0,15.0,30.0,20.0,29.171717171717173,27.27272727272727,13.636363636363635,15.353535353535355
Empoli,2021-2022,Italy,Serie A,,28.0,44.0,22.0,26.0,18.63397548161121,16.138996138996138,32.277992277992276,17.302977232924693
Empoli,2022-2023,Italy,Serie A,,22.0,23.0,15.0,26.0,15.567970204841712,13.043478260869566,20.0,18.39851024208566
Empoli,2023-2024,Italy,Serie A,,15.0,23.0,14.0,31.0,10.458715596330276,11.901565995525727,19.552572706935123,21.61467889908257
Empoli,2024-2025,Italy,Serie A,,10.0,26.0,23.0,33.0,7.465618860510805,18.836206896551722,21.29310344827586,24.636542239685657
Empoli,2025-2026,Italy,Serie B,,16.0,10.0,9.0,13.0,12.403100775193797,9.523809523809524,10.582010582010582,10.077519379844961
Enschede,2017-2018,Netherlands,Eredivisie,,25.0,31.0,12.0,32.0,14.516129032258064,8.480369515011548,21.907621247113163,18.58064516129032
Enschede,2019-2020,Netherlands,Eredivisie,,23.0,22.0,11.0,24.0,12.344036697247706,9.225806451612904,18.451612903225808,12.880733944954128
Enschede,2020-2021,Netherlands,Eredivisie,,23.0,25.0,25.0,25.0,14.304878048780488,17.873831775700936,17.873831775700936,15.548780487804878
Enschede,2021-2022,Netherlands,Eredivisie,,28.0,13.0,27.0,24.0,17.85,20.91645569620253,10.070886075949366,15.3
Enschede,2022-2023,Netherlands,Eredivisie,,46.0,11.0,20.0,16.0,26.60869565217391,15.073891625615763,8.29064039408867,9.255198487712665
Enschede,2023-2024,Netherlands,Eredivisie,,40.0,17.0,29.0,19.0,22.624768946395566,19.676274944567627,11.534368070953436,10.746765249537892
